Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,OWN,FG,FGA,PCT,1-19,20-29,30-39,40-49,50+,XPT,XPA,CMP,INT,SACKS,ATT.1,FantasyPointsRank
102,Arian Foster ,22,55,2.5,9,0,0,6,10,78,13,0,0,4,16.3,4.1,0.00%,,,,,,,,,,,,,,,400.5
103,Andy Janovich ,4,33,8.3,28,1,1,5,7,44,8.8,0,0,11,16.2,1.5,0.00%,,,,,,,,,,,,,,,402.5
146,Brittan Golden ,0,82,,22,1,1,8,14,0,10.3,0,1,12,16.2,1.4,0.00%,,,,,,,,,,,,,,,402.5
72,Jordan Cameron ,0,60,,13,0,1,8,11,0,7.5,0,0,3,16,5.3,0.10%,,,,,,,,,,,,,,,404
104,C.J. Spiller ,6,18,3,13,0,0,6,13,50,8.3,1,0,6,15.8,2.6,0.10%,,,,,,,,,,,,,,,405
49,Matt Cassel ,51,284,5.6,,,2,,,3,,0,0,4,15.7,3.9,0.00%,,,58.8,,,,,,,,30,2,5,4,406
147,Pharoh Cooper ,0,106,,23,1,0,14,20,0,7.6,0,0,10,15.6,1.6,0.10%,,,,,,,,,,,,,,,407.5
73,Dominique Jones ,0,61,,24,1,1,7,10,0,8.7,0,0,9,15.6,1.7,0.00%,,,,,,,,,,,,,,,407.5
105,Chris Johnson ,25,95,3.8,18,0,1,0,1,0,0,0,0,4,15.5,3.9,0.60%,,,,,,,,,,,,,,,409
106,Akeem Hunt ,20,109,5.5,19,0,0,3,4,29,9.7,0,0,8,15.3,1.9,0.00%,,,,,,,,,,,,,,,410
148,Markus Wheaton ,0,51,,30,1,1,4,9,0,12.8,0,0,3,15.1,5,0.00%,,,,,,,,,,,,,,,411
107,Patrick DiMarco ,0,0,0,0,0,0,7,10,52,7.4,1,0,16,14.7,0.9,0.00%,,,,,,,,,,,,,,,412
108,Mack Brown ,8,82,10.3,61,1,1,1,1,-2,-2,0,0,9,14.5,1.6,0.00%,,,,,,,,,,,,,,,413
74,Tyler Kroft ,0,92,,21,1,0,10,12,0,9.2,0,0,14,14.2,1,0.30%,,,,,,,,,,,,,,,414
75,David Johnson ,0,80,,26,1,0,7,11,0,11.4,0,0,16,13.5,0.8,0.00%,,,,,,,,,,,,,,,415
109,Antone Smith ,10,47,4.7,8,0,0,6,9,77,12.8,0,1,3,13.4,4.5,0.00%,,,,,,,,,,,,,,,416
149,Demarcus Ayers ,2,53,,15,0,1,6,13,-12,8.8,0,0,2,13.1,6.6,0.00%,,,,,,,,,,,,,,,417
110,Mike Davis ,19,50,2.6,8,0,1,3,5,25,8.3,0,1,8,13,1.6,84.10%,,,,,,,,,,,,,,,418
150,Lucky Whitehead ,10,48,,35,1,0,3,3,82,16,0,1,15,12.5,0.8,0.00%,,,,,,,,,,,,,,,419
111,Jamaal Charles ,12,40,3.3,17,0,1,2,3,14,7,0,0,3,12.4,4.1,0.10%,,,,,,,,,,,,,,,420
151,Tommylee Lewis ,3,76,,26,1,0,7,11,11,10.9,0,0,12,12.2,1,0.00%,,,,,,,,,,,,,,,421
152,Ryan Grant ,0,76,,17,0,0,9,19,0,8.4,0,0,16,12.1,0.8,0.00%,,,,,,,,,,,,,,,422
153,Keith Mumphery ,0,69,,11,0,0,10,12,0,6.9,0,0,11,11.9,1.1,0.00%,,,,,,,,,,,,,,,424
113,Darren McFadden ,24,87,3.6,24,1,0,3,5,17,5.7,0,0,3,11.9,4,7.00%,,,,,,,,,,,,,,,424
112,Jonathan Williams ,27,94,3.5,20,1,1,1,2,0,0,0,2,11,11.9,1.1,0.00%,,,,,,,,,,,,,,,424
154,TJ Jones ,0,93,,36,2,0,5,14,0,18.6,0,0,3,11.8,3.9,0.00%,,,,,,,,,,,,,,,426
155,Jeremy Ross ,0,37,,15,0,1,4,4,0,9.3,0,0,6,11.7,2,0.00%,,,,,,,,,,,,,,,428
114,Marcel Reece ,2,0,0,0,0,0,5,5,73,14.6,0,0,4,11.7,2.9,0.00%,,,,,,,,,,,,,,,428
76,Josh Perkins ,0,42,,26,1,1,3,5,0,14,0,0,8,11.7,1.5,0.00%,,,,,,,,,,,,,,,428
156,Cody Latimer ,0,76,,16,0,0,8,15,0,9.5,0,0,12,11.6,1,0.00%,,,,,,,,,,,,,,,430
77,Gavin Escobar ,0,30,,14,0,1,4,7,0,7.5,0,0,16,11,0.7,0.00%,,,,,,,,,,,,,,,431
115,Derek Watt ,2,4,2,2,0,0,4,4,83,20.8,0,0,16,10.7,0.7,0.10%,,,,,,,,,,,,,,,432.5
157,Rashard Higgins ,0,77,,19,0,0,6,12,0,12.8,0,0,16,10.7,0.7,6.20%,,,,,,,,,,,,,,,432.5
116,Fitzgerald Toussaint ,14,58,4.1,16,0,0,3,3,33,11,0,0,16,10.6,0.7,0.00%,,,,,,,,,,,,,,,434.5
158,Maurice Harris ,0,66,,15,0,0,8,12,0,8.3,0,0,10,10.6,1.1,0.00%,,,,,,,,,,,,,,,434.5
78,Blake Bell ,0,85,,45,2,0,4,9,0,21.3,0,0,13,10.5,0.8,0.10%,,,,,,,,,,,,,,,436
159,Leonte Carroo ,0,29,,15,0,1,3,6,0,9.7,0,0,14,10.4,0.7,0.00%,,,,,,,,,,,,,,,437
79,Brandon Bostick ,0,63,,14,0,0,8,11,0,7.9,0,0,16,10.3,0.6,0.20%,,,,,,,,,,,,,,,438.5
160,Aaron Burbridge ,0,88,,24,1,0,7,16,0,12.6,0,1,16,10.3,0.6,0.00%,,,,,,,,,,,,,,,438.5
161,Bryce Treggs ,2,80,,58,1,0,3,12,7,26.7,0,0,9,10.2,1.1,0.00%,,,,,,,,,,,,,,,440
50,Shaun Hill ,35,242,6.9,,,0,,,5,,0,0,3,10.1,3.4,0.00%,,,54.3,,,,,,,,19,0,1,5,441.5
162,Alex Erickson ,0,71,,20,1,0,6,8,0,11.8,0,0,16,10.1,0.6,0.00%,,,,,,,,,,,,,,,441.5
163,Chris Moore ,3,46,,13,0,0,7,16,19,6.6,0,0,15,10,0.7,0.00%,,,,,,,,,,,,,,,443.5
117,Jerome Felton ,8,13,1.6,6,0,0,6,9,57,9.5,0,0,15,10,0.7,0.00%,,,,,,,,,,,,,,,443.5
80,Geoff Swaim ,0,69,,28,2,0,6,8,0,11.5,0,0,9,9.9,1.1,0.00%,,,,,,,,,,,,,,,445
118,Terrell Watson ,9,28,3.1,8,0,1,1,1,5,5,0,0,1,9.8,9.8,0.00%,,,,,,,,,,,,,,,446
164,Wendall Williams ,0,75,,32,2,0,4,7,0,18.8,0,0,3,9.5,3.2,0.00%,,,,,,,,,,,,,,,447
119,George Atkinson ,7,34,4.9,11,0,1,0,0,0,0,0,0,16,9.4,0.6,0.00%,,,,,,,,,,,,,,,449
51,Drew Stanton ,48,192,4,,,2,,,-3,,0,0,5,9.4,1.9,0.00%,,,39.6,,,,,,,,19,3,1,3,449
52,Charlie Whitehurst ,24,182,7.6,,,1,,,1,,0,0,1,9.4,9.4,0.40%,,,58.3,,,,,,,,14,1,2,2,449
165,Keenan Allen ,0,63,,15,0,0,6,7,0,10.5,0,0,1,9.3,9.3,99.30%,,,,,,,,,,,,,,,451
81,Matt Lengel ,0,22,,18,0,1,2,3,0,11,0,0,6,9.2,1.5,0.00%,,,,,,,,,,,,,,,452
53,Mike Glennon ,11,75,6.8,,,1,,,0,,0,0,2,9,4.5,2.60%,,,90.9,,,,,,,,10,0,0,0,453
54,Scott Tolzien ,37,216,5.8,,,1,,,3,,0,0,3,8.9,3,0.00%,,,62.2,,,,,,,,23,2,3,6,454
120,Andre Williams ,18,87,4.8,14,0,0,0,2,0,0,0,0,1,8.7,8.7,0.00%,,,,,,,,,,,,,,,455
121,Juwan Thompson ,8,26,3.3,14,0,1,0,1,0,0,0,0,8,8.6,1.1,0.00%,,,,,,,,,,,,,,,456
166,Nick Williams ,0,59,,19,0,0,5,7,0,11.8,0,0,2,8.4,4.2,0.00%,,,,,,,,,,,,,,,457
83,Phillip Supernaw ,0,62,,30,1,0,4,5,0,15.5,0,0,15,8.2,0.5,0.00%,,,,,,,,,,,,,,,458.5
82,Connor Hamlett ,0,17,,17,0,1,1,1,0,17,0,0,3,8.2,2.7,0.00%,,,,,,,,,,,,,,,458.5
122,Malcolm Brown ,18,39,2.2,10,0,0,3,3,46,15.3,0,1,17,8,0.5,23.80%,,,,,,,,,,,,,,,460
56,Trevone Boykin ,18,145,8.1,,,1,,,1,,0,0,5,7.9,1.6,0.00%,,,72.2,,,,,,,,13,1,1,8,462
167,Trevor Davis ,0,24,,9,0,1,3,7,0,8,0,1,11,7.9,0.7,0.00%,,,,,,,,,,,,,,,462
55,Geno Smith ,14,126,9,,,1,,,9,,0,0,2,7.9,4,0.10%,,,57.1,,,,,,,,8,1,3,2,462
123,Knile Davis ,18,28,1.6,6,0,0,5,7,25,5,0,0,11,7.8,0.7,0.00%,,,,,,,,,,,,,,,464
168,Josh Doctson ,0,66,,57,1,0,2,6,0,33,0,0,2,7.6,3.8,0.00%,,,,,,,,,,,,,,,465
124,Adrian Peterson ,37,72,1.9,13,0,0,3,6,8,2.7,0,1,3,7.5,2.5,42.60%,,,,,,,,,,,,,,,466
84,Nick Boyle ,0,44,,20,1,0,6,6,0,7.3,0,0,6,7.4,1.2,0.20%,,,,,,,,,,,,,,,468
57,EJ Manuel ,26,131,5,,,0,,,22,,0,1,6,7.4,1.2,0.00%,,,42.3,,,,,,,,11,0,3,8,468
85,Jace Amaro ,0,59,,26,1,0,3,4,0,19.7,0,0,3,7.4,2.5,0.20%,,,,,,,,,,,,,,,468
125,Dexter McCluster ,3,2,0.7,2,0,0,7,11,36,5.1,0,0,6,7.3,1.2,0.00%,,,,,,,,,,,,,,,470
169,Michael Campanaro ,3,0,,0,0,0,0,1,72,0,0,0,3,7.2,2.4,0.00%,,,,,,,,,,,,,,,471
170,Johnny Holton ,6,34,,30,1,0,2,3,43,17,0,1,15,6.7,0.4,0.00%,,,,,,,,,,,,,,,472
86,D.J. Tialavea ,0,1,,1,0,1,1,1,0,1,0,0,2,6.6,3.3,0.00%,,,,,,,,,,,,,,,473
126,Javorius Allen ,9,34,3.8,7,0,0,3,4,15,5,0,0,8,6.4,0.8,0.00%,,,,,,,,,,,,,,,474
87,Ben Braunecker ,0,41,,14,0,0,4,6,0,10.3,0,0,13,6.1,0.5,0.00%,,,,,,,,,,,,,,,475.5
127,Mike James ,4,19,4.8,9,0,0,4,4,22,5.5,0,0,4,6.1,1.5,0.00%,,,,,,,,,,,,,,,475.5
36,Patrick Murray ,,,,35,,,,,,,,,2,6,3,1.00%,1,2,50,0,0,1,0,0,3,4,,,,,478.5
88,Ifeanyi Momah ,0,50,,27,2,0,2,4,0,25,0,0,5,6,1.2,0.00%,,,,,,,,,,,,,,,478.5
58,Connor Cook ,21,150,7.1,,,1,,,0,,0,1,1,6,6,0.00%,,,66.7,,,,,,,,14,1,2,0,478.5
171,Tavarres King ,0,50,,44,1,0,2,4,0,25,0,0,7,6,0.9,0.00%,,,,,,,,,,,,,,,478.5
128,Jordan Todman ,9,59,6.6,19,0,0,0,1,0,0,0,0,16,5.9,0.4,0.00%,,,,,,,,,,,,,,,481.5
89,Lee Smith ,0,29,,12,0,0,6,6,0,4.8,0,0,4,5.9,1.5,0.00%,,,,,,,,,,,,,,,481.5
172,Dwayne Harris ,0,13,,13,0,1,1,1,0,13,0,1,16,5.8,0.4,0.00%,,,,,,,,,,,,,,,483.5
173,Quan Bray ,1,36,,22,1,0,3,4,7,12,0,0,6,5.8,1,0.00%,,,,,,,,,,,,,,,483.5
129,Brandon Wilds ,10,27,2.7,6,0,0,2,2,20,10,0,0,4,5.7,1.4,0.00%,,,,,,,,,,,,,,,485
130,Taiwan Jones ,1,-8,-8,0,0,0,4,4,43,10.8,0,0,13,5.5,0.4,0.00%,,,,,,,,,,,,,,,486.5
90,Justin Perillo ,0,35,,13,0,0,4,5,0,8.8,0,0,9,5.5,0.6,0.00%,,,,,,,,,,,,,,,486.5
174,Bradley Marquez ,1,37,,13,0,0,3,7,2,12.3,0,0,14,5.4,0.4,0.00%,,,,,,,,,,,,,,,488.5
131,Troymaine Pope ,12,44,3.7,18,0,0,1,2,5,5,0,0,4,5.4,1.4,0.60%,,,,,,,,,,,,,,,488.5
132,Daniel Lasco ,11,32,2.9,6,0,0,2,4,11,5.5,0,0,7,5.3,0.8,0.00%,,,,,,,,,,,,,,,490
59,Tony Romo ,4,29,7.3,,,1,,,0,,0,0,1,5.2,5.2,0.10%,,,75,,,,,,,,3,0,0,0,491
134,Malcolm Johnson ,1,2,2,2,0,0,5,7,44,8.8,0,1,7,5.1,0.7,0.00%,,,,,,,,,,,,,,,492.5
133,Byron Marshall ,19,64,3.4,12,0,0,3,5,10,3.3,0,0,3,5.1,1.7,0.00%,,,,,,,,,,,,,,,492.5
91,Luke Stocker ,0,23,,11,0,0,5,8,0,4.6,0,0,12,4.8,0.4,0.00%,,,,,,,,,,,,,,,494
92,Nick Vannett ,0,32,,21,1,0,3,4,0,10.7,0,0,9,4.7,0.5,0.00%,,,,,,,,,,,,,,,495.5
135,Dan Vitale ,0,0,0,0,0,0,4,5,27,6.8,0,0,9,4.7,0.5,0.00%,,,,,,,,,,,,,,,495.5
93,Brandon Williams ,0,36,,20,1,0,2,3,0,18,0,0,16,4.6,0.3,0.00%,,,,,,,,,,,,,,,497
175,Rashad Greene ,0,32,,9,0,0,5,8,0,6.4,0,1,8,3.7,0.5,0.00%,,,,,,,,,,,,,,,498.5
94,Niles Paul ,0,27,,16,0,0,2,2,0,13.5,0,0,8,3.7,0.5,0.00%,,,,,,,,,,,,,,,498.5
95,Sean McGrath ,0,25,,13,0,0,2,2,0,12.5,0,0,16,3.5,0.2,0.00%,,,,,,,,,,,,,,,500
96,Clay Harbor ,0,19,,9,0,0,3,3,0,6.3,0,0,15,3.4,0.2,0.00%,,,,,,,,,,,,,,,501
136,Isaiah Pead ,8,22,2.8,4,0,0,1,1,6,6,0,0,3,3.3,1.1,0.00%,,,,,,,,,,,,,,,502.5
137,James Develin ,0,0,0,0,0,0,3,6,18,6,0,0,16,3.3,0.2,0.00%,,,,,,,,,,,,,,,502.5
176,Griff Whalen ,0,22,,12,0,0,2,4,0,11,0,0,8,3.2,0.4,0.00%,,,,,,,,,,,,,,,505
177,Mike Thomas ,0,37,,16,0,0,3,9,0,12.3,0,1,15,3.2,0.2,0.10%,,,,,,,,,,,,,,,505
138,Don Jackson ,10,32,3.2,7,0,0,0,1,0,0,0,0,3,3.2,1.1,0.00%,,,,,,,,,,,,,,,505
140,Anthony Sherman ,0,0,0,0,0,0,4,6,11,2.8,0,0,16,3.1,0.2,0.10%,,,,,,,,,,,,,,,507.5
139,D.J. Foster ,7,24,3.4,7,0,0,1,2,2,2,0,0,3,3.1,1,0.00%,,,,,,,,,,,,,,,507.5
98,Ross Travis ,0,15,,6,0,0,3,6,0,5,0,0,6,3,0.5,0.00%,,,,,,,,,,,,,,,509.5
97,Logan Paulsen ,0,15,,7,0,0,3,10,0,5,0,0,16,3,0.2,0.00%,,,,,,,,,,,,,,,509.5
178,Shane Wynn ,2,19,,19,0,0,1,3,5,19,0,0,5,2.9,0.6,0.00%,,,,,,,,,,,,,,,511.5
141,Brandon Bolden ,1,4,4,4,0,0,2,4,15,7.5,0,0,14,2.9,0.2,0.00%,,,,,,,,,,,,,,,511.5
99,Cole Wick ,0,18,,13,0,0,2,3,0,9,0,0,6,2.8,0.5,0.00%,,,,,,,,,,,,,,,513.5
179,DeAndre Smelter ,0,23,,23,1,0,1,1,0,23,0,0,2,2.8,1.4,0.00%,,,,,,,,,,,,,,,513.5
180,Brenton Bersin ,0,17,,10,0,0,2,6,0,8.5,0,0,10,2.7,0.3,0.00%,,,,,,,,,,,,,,,515.5
181,Percy Harvin ,1,6,,5,0,0,2,4,11,3,0,0,2,2.7,1.4,0.10%,,,,,,,,,,,,,,,515.5
100,Alex Ellis ,0,11,,6,0,0,3,4,0,3.7,0,0,6,2.6,0.4,0.00%,,,,,,,,,,,,,,,517
182,Devin Street ,0,20,,20,1,0,1,6,0,20,0,0,5,2.5,0.5,0.00%,,,,,,,,,,,,,,,519
183,Devin Smith ,0,0,,0,1,0,0,0,0,0,0,0,4,2.5,0.6,0.00%,,,,,,,,,,,,,,,519
142,Lorenzo Taliaferro ,1,0,0,0,0,0,3,3,10,3.3,0,0,3,2.5,0.8,0.00%,,,,,,,,,,,,,,,519
101,MyCole Pruitt ,0,13,,7,0,0,2,2,0,6.5,0,0,4,2.3,0.6,0.00%,,,,,,,,,,,,,,,521.5
102,Je'Ron Hamm ,0,13,,7,0,0,2,4,0,6.5,0,0,5,2.3,0.5,0.00%,,,,,,,,,,,,,,,521.5
143,Jalston Fowler ,1,3,3,3,0,0,1,2,14,14,0,0,16,2.2,0.1,0.00%,,,,,,,,,,,,,,,523
184,Damiere Byrd ,0,16,,16,0,0,1,1,0,16,0,0,1,2.1,2.1,3.00%,,,,,,,,,,,,,,,524.5
185,Jeremy Butler ,0,11,,6,0,0,2,2,0,5.5,0,0,4,2.1,0.5,0.00%,,,,,,,,,,,,,,,524.5
186,Laquon Treadwell ,0,15,,15,0,0,1,3,0,15,0,0,9,2,0.2,0.00%,,,,,,,,,,,,,,,527
103,Derek Carrier ,0,10,,6,0,0,2,2,0,5,0,0,8,2,0.3,0.00%,,,,,,,,,,,,,,,527
144,Jay Prosch ,4,9,2.3,5,0,0,1,1,6,6,0,0,15,2,0.1,0.00%,,,,,,,,,,,,,,,527
104,Gerald Christian ,0,14,,14,0,0,1,2,0,14,0,0,3,1.9,0.6,0.00%,,,,,,,,,,,,,,,529
105,Henry Krieger Coble ,0,13,,13,0,0,1,1,0,13,0,0,2,1.8,0.9,0.00%,,,,,,,,,,,,,,,530
60,Cardale Jones ,11,96,8.7,,,0,,,-1,,0,0,1,1.7,1.7,0.00%,,,54.5,,,,,,,,6,1,1,1,531.5
61,Matt McGloin ,15,50,3.3,,,0,,,-3,,0,0,3,1.7,0.6,0.20%,,,53.3,,,,,,,,8,0,0,3,531.5
145,Paul Lasike ,3,8,2.7,5,0,0,1,1,3,3,0,0,10,1.6,0.2,0.00%,,,,,,,,,,,,,,,533
187,Marc Mariani ,1,0,,0,0,0,0,0,15,0,0,0,16,1.5,0.1,0.00%,,,,,,,,,,,,,,,536.5
148,Zach Line ,7,15,2.1,5,0,0,0,3,0,0,0,0,15,1.5,0.1,0.00%,,,,,,,,,,,,,,,536.5
146,Roosevelt Nix ,0,0,0,0,0,0,2,2,5,2.5,0,0,10,1.5,0.2,0.00%,,,,,,,,,,,,,,,536.5
106,Chris Manhertz ,0,10,,10,0,0,1,1,0,10,0,0,7,1.5,0.2,0.00%,,,,,,,,,,,,,,,536.5
149,Cedric Peerman ,6,15,2.5,4,0,0,0,1,0,0,0,0,6,1.5,0.3,0.00%,,,,,,,,,,,,,,,536.5
147,Antonio Andrews ,2,15,7.5,9,0,0,0,0,0,0,0,0,16,1.5,0.1,0.00%,,,,,,,,,,,,,,,536.5
188,Tony Washington ,0,9,,9,0,0,1,1,0,9,0,0,2,1.4,0.7,0.00%,,,,,,,,,,,,,,,540.5
107,Randall Telfer ,0,4,,7,0,0,2,7,0,2,0,0,14,1.4,0.1,0.00%,,,,,,,,,,,,,,,540.5
108,Matthew Mulligan ,0,8,,8,0,0,1,1,0,8,0,0,8,1.3,0.2,0.00%,,,,,,,,,,,,,,,543
190,Rashad Ross ,0,8,,8,0,0,1,1,0,8,0,0,5,1.3,0.3,0.00%,,,,,,,,,,,,,,,543
189,Jared Abbrederis ,0,8,,8,0,0,1,2,0,8,0,0,5,1.3,0.3,0.00%,,,,,,,,,,,,,,,543
150,Terrence Magee ,3,12,4,5,0,0,0,0,0,0,0,0,2,1.2,0.6,0.00%,,,,,,,,,,,,,,,545.5
151,Stepfan Taylor ,4,12,3,12,0,0,0,0,0,0,0,0,15,1.2,0.1,0.20%,,,,,,,,,,,,,,,545.5
152,Bronson Hill ,2,11,5.5,7,0,0,0,1,0,0,0,0,3,1.1,0.4,0.00%,,,,,,,,,,,,,,,547.5
191,Paul McRoberts ,0,6,,6,0,0,1,1,0,6,0,0,2,1.1,0.6,0.00%,,,,,,,,,,,,,,,547.5
153,Chase Reynolds ,0,0,0,0,0,0,1,1,4,4,0,0,16,0.9,0.1,0.00%,,,,,,,,,,,,,,,551.5
154,Rod Smith ,0,0,0,0,0,0,1,1,4,4,0,0,7,0.9,0.1,0.00%,,,,,,,,,,,,,,,551.5
155,Joique Bell ,3,6,2,6,0,0,1,1,-2,-2,0,0,7,0.9,0.1,0.20%,,,,,,,,,,,,,,,551.5
110,David Morgan ,0,4,,4,0,0,1,1,0,4,0,0,12,0.9,0.1,0.00%,,,,,,,,,,,,,,,551.5
109,James O'Shaughnessy ,0,-1,,0,0,0,2,3,0,-0.5,0,0,16,0.9,0.1,0.10%,,,,,,,,,,,,,,,551.5
62,David Fales ,5,22,4.4,,,0,,,0,,0,0,1,0.9,0.9,0.00%,,,40,,,,,,,,2,0,1,1,551.5
192,Jordan Payton ,0,3,,3,0,0,1,3,0,3,0,0,4,0.8,0.2,0.00%,,,,,,,,,,,,,,,556
63,Joe Webb III ,0,0,0,,,0,,,0,,0,0,14,0.8,0.1,0.00%,,,0,,,,,,,,0,0,0,0,556
156,Marcus Murphy ,0,0,0,0,0,0,1,1,3,3,0,0,3,0.8,0.3,0.00%,,,,,,,,,,,,,,,556
159,Joe Banyard ,2,7,3.5,7,0,0,0,0,0,0,0,0,1,0.7,0.7,0.00%,,,,,,,,,,,,,,,559
157,Daryl Richardson ,2,7,3.5,6,0,0,0,0,0,0,0,0,3,0.7,0.2,0.00%,,,,,,,,,,,,,,,559
158,Stevan Ridley ,3,7,2.3,7,0,0,0,0,0,0,0,0,1,0.7,0.7,0.00%,,,,,,,,,,,,,,,559
160,Keith Smith ,2,5,2.5,3,0,0,3,3,20,6.7,0,0,16,0.6,0,0.00%,,,,,,,,,,,,,,,562
64,Chase Daniel ,1,16,16,,,0,,,0,,0,0,1,0.6,0.6,0.10%,,,100,,,,,,,,1,0,0,0,562
161,Raheem Mostert ,1,6,6,6,0,0,0,0,0,0,0,0,3,0.6,0.2,94.30%,,,,,,,,,,,,,,,562
111,Troy Niklas ,0,0,,0,0,0,1,2,0,0,0,0,3,0.5,0.2,0.00%,,,,,,,,,,,,,,,564
65,Matt Schaub ,3,16,5.3,,,0,,,-2,,0,0,4,0.4,0.1,0.00%,,,33.3,,,,,,,,1,0,0,2,565
163,Will Tukuafu ,2,2,1,2,0,0,0,1,0,0,0,0,7,0.2,0,0.00%,,,,,,,,,,,,,,,566.5
162,Khiry Robinson ,8,22,2.8,10,0,0,0,0,0,0,0,1,1,0.2,0.2,0.00%,,,,,,,,,,,,,,,566.5
58,Lirim Hajrullahu ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
112,Daniel Helm ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
113,Foster Moreau ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
114,Brandon Dillon ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
115,Tommy Sweeney ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
122,Jesper Horsted ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
59,Austin MacGinnis ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
125,Nate Becker ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
124,Donald Parham Jr. ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
116,T.J. Hockenson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,95.10%,,,,,,,,,,,,,,,985.5
117,Jaeden Graham ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
118,Hakeem Butler ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
119,Albert Okwuegbunam ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
120,Kaden Smith ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
121,Kendall Blanton ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
123,John Lovett ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
60,Justin Rohrwasser ,,,,0,,,,,,,,,0,0,0,0.10%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
46,Eddy Pineiro ,,,,0,,,,,,,,,0,0,0,0.10%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
62,JJ Molson ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
80,Andrew Wellock ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
79,Ricky Schmit ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
78,Zac Derr ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
77,Steven Weatherford ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
76,Piotr Czech ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
75,Parker Douglass ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
74,Matthew Wright ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
73,Rodrigo Blankenship ,,,,0,,,,,,,,,0,0,0,62.10%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
72,Dominik Eberle ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
71,Cameron Nizialek ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
70,Chase McLaughlin ,,,,0,,,,,,,,,0,0,0,0.60%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
69,Joey Slye ,,,,0,,,,,,,,,0,0,0,23.80%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
68,Michael Palardy ,,,,0,,,,,,,,,7,0,0,33.30%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
67,Austin Seibert ,,,,0,,,,,,,,,0,0,0,4.60%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
66,Elliott Fry ,,,,0,,,,,,,,,0,0,0,0.60%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
64,Matt Gay ,,,,0,,,,,,,,,0,0,0,8.30%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
63,Matt McCrane ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
61,Tyler Bass ,,,,0,,,,,,,,,0,0,0,38.90%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
65,Tristan Vizcaino ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
