Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,OWN,FG,FGA,PCT,1-19,20-29,30-39,40-49,50+,XPT,XPA,CMP,INT,SACKS,ATT.1,FantasyPointsRank
198,Tyler Mabry ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
199,Sean McKeon ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
200,Dalton Keene ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
201,Mitchell Wilcox ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
202,Giovanni Ricci ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
203,Harrison Bryant ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.70%,,,,,,,,,,,,,,,985.5
204,Darion Clark ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
205,Cole Kmet ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,,,,,,,,,,,,,,,985.5
206,Brycen Hopkins ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
189,Chris Myarick ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
207,Hunter Bryant ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
188,Adam Trautman ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,,,,,,,,,,,,,,,985.5
186,Ryan Izzo ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
169,Will Dissly ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.20%,,,,,,,,,,,,,,,985.5
170,Mike Gesicki ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,68.40%,,,,,,,,,,,,,,,985.5
47,Greg Joseph ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
172,Troy Fumagalli ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
173,Hayden Hurst ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,74.70%,,,,,,,,,,,,,,,985.5
174,Dalton Schultz ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,25.40%,,,,,,,,,,,,,,,985.5
175,Ian Thomas ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3.30%,,,,,,,,,,,,,,,985.5
176,Jordan Thomas ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
177,Paul Quessenberry ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
178,Connor Davis ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
179,Jordan Akins ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5.00%,,,,,,,,,,,,,,,985.5
180,Tyler Conklin ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
181,Marcus Baugh ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
182,Ethan Wolf ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
183,Durham Smythe ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
184,Noah Fant ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,74.50%,,,,,,,,,,,,,,,985.5
185,Chris Herndon IV ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10.10%,,,,,,,,,,,,,,,985.5
187,Dylan Cantrell ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
167,Codey McElroy ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
208,Jared Pinkney ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
210,Colby Parkinson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
232,Daniel Hardy ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
233,James Dearth ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
234,Marquez Branson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
235,Jim Dray ,0,0,,0,0,0,0,0,0,0,0,0,6,0,0,0.00%,,,,,,,,,,,,,,,985.5
236,John Nalbone ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
237,Cory Harkey ,0,0,,0,0,0,0,0,0,0,0,0,12,0,0,0.20%,,,,,,,,,,,,,,,985.5
238,Drake Dunsmore ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
239,Dominique Curry ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
240,Greg Scruggs ,0,0,,0,0,0,0,0,0,0,0,0,3,0,0,0.20%,,,,,,,,,,,,,,,985.5
241,Deangelo Peterson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
242,Orson Charles ,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,,,,,,,,,,,,,,,985.5
243,Darnell Dinkins ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
244,Derek Fine ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
245,Clark Harris ,0,0,,0,0,0,0,0,0,0,0,0,13,0,0,0.00%,,,,,,,,,,,,,,,985.5
246,Brad Cottam ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
247,Buck Ortega ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
248,Chase Coffman ,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,,,,,,,,,,,,,,,985.5
231,Bruce Miller ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
209,Jacob Breeland ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
230,Cole Hikutini ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
228,Farrod Green ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
211,Devin Asiasi ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,,,,,,,,,,,,,,,985.5
212,Josiah Deguara ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
213,Jake Bargas ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
214,Gabe Nabers ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
215,Tyler Davis ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
216,Tommy Hudson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
217,Tommy Stevens ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
218,Reggie Gilliam ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
219,Jake Burt ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
220,Rashod Berry ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
221,Nate Wieting ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
222,Eli Wolf ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
223,Tyler Simmons ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
224,Rysen John ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
225,Nick Bowers ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
226,Nakia Griffin-Stewart ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
227,Chase Harrell ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
229,Mason Schreck ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
104,Daniel Jones ,0,0,0,,,0,,,0,,0,0,0,0,0,22.20%,,,0,,,,,,,,0,0,0,0,985.5
347,Ja'Marcus Bradley ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
249,Antoine Wesley ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
327,Elijah McGuire ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
328,Leonard Fournette ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.70%,,,,,,,,,,,,,,,985.5
329,Joe Kerridge ,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.00%,,,,,,,,,,,,,,,985.5
330,C.J. Ham ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
331,J.D. McKissic ,1,2,2,2,0,0,2,2,16,8,0,0,1,0,0,54.90%,,,,,,,,,,,,,,,985.5
332,Elijhaa Penny ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
333,Brandin Bryant ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
334,Taniela Tupou ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,,,,,,,,,,,,,,,985.5
335,Dalvin Cook ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00%,,,,,,,,,,,,,,,985.5
336,Christian McCaffrey ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.50%,,,,,,,,,,,,,,,985.5
337,Jeremy McNichols ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,,,,,,,,,,,,,,,985.5
338,Tarik Cohen ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.00%,,,,,,,,,,,,,,,985.5
339,Brian Hill ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.00%,,,,,,,,,,,,,,,985.5
326,Dare Ogunbowale ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,,,,,,,,,,,,,,,985.5
340,James Conner ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.90%,,,,,,,,,,,,,,,985.5
342,Marlon Mack ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30%,,,,,,,,,,,,,,,985.5
343,D'Onta Foreman ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70%,,,,,,,,,,,,,,,985.5
344,Kareem Hunt ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.80%,,,,,,,,,,,,,,,985.5
345,Jamaal Williams ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.40%,,,,,,,,,,,,,,,985.5
346,Samaje Perine ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90%,,,,,,,,,,,,,,,985.5
347,Wayne Gallman ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.70%,,,,,,,,,,,,,,,985.5
348,Alvin Kamara ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00%,,,,,,,,,,,,,,,985.5
349,Joe Mixon ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.70%,,,,,,,,,,,,,,,985.5
350,Ty Montgomery ,77,457,5.9,61,5,3,44,56,348,7.9,0,1,15,0,0,0.10%,,,,,,,,,,,,,,,985.5
351,Carlin Isles ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
352,Willie Carter ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
353,Tim Flanders ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
354,Cordarrelle Patterson ,7,43,6.1,22,1,0,52,70,453,8.7,2,0,16,0,0,5.90%,,,,,,,,,,,,,,,985.5
341,Corey Clement ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,,,,,,,,,,,,,,,985.5
355,Tommy Bohanon ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
325,Taquan Mizzell ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
323,T.J. Logan ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
295,Chad Spann ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
296,Isaac Odim ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
297,Nick Bellore ,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.00%,,,,,,,,,,,,,,,985.5
298,Samkon Gado ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
299,Dantrell Savage ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
300,Javarris Williams ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
301,Anthony Alridge ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
302,Chad Simpson ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
303,Matt Lawrence ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
304,Marcus Mason ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
305,Kenny Irons ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
306,Korey Hall ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
307,Marcus Mailei ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
324,Chris Carson ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.90%,,,,,,,,,,,,,,,985.5
308,Madison Hedgecock ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
310,Darius Jackson ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
311,Russell Hansbrough ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,,,,,,,,,,,,,,,985.5
312,Aaron Green ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,,,,,,,,,,,,,,,985.5
313,Lawrence Thomas ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%,,,,,,,,,,,,,,,985.5
314,Bralon Addison ,1,4,4,4,0,0,1,1,11,11,0,1,2,0,0,0.00%,,,,,,,,,,,,,,,985.5
315,George Farmer ,1,1,1,1,0,0,1,3,4,4,0,0,2,0,0,0.00%,,,,,,,,,,,,,,,985.5
316,Michael Burton ,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0.00%,,,,,,,,,,,,,,,985.5
317,Julian Howsare ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,,,,,,,,,,,,,,,985.5
318,Austin Ekeler ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.20%,,,,,,,,,,,,,,,985.5
319,Cethan Carter ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
320,Khalfani Muhammad ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
321,Aaron Jones ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00%,,,,,,,,,,,,,,,985.5
322,Alex Armah ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
309,Glenn Gronkowski ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.20%,,,,,,,,,,,,,,,985.5
294,Jay Finley ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
356,Brennan Clay ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
358,Ryan Hewitt ,0,0,0,0,0,0,2,3,13,6.5,0,0,16,0,0,0.00%,,,,,,,,,,,,,,,985.5
224,Malik Henry ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
225,Jalen Guyton ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.70%,,,,,,,,,,,,,,,985.5
226,Jason Moore ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
227,Nsimba Webster ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
228,Alex Bachman ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
229,Stephen Carlson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
230,Mecole Hardman ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24.00%,,,,,,,,,,,,,,,985.5
231,David Sills V ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
232,Keelan Doss ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
233,Cody Thompson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
234,Jon'Vea Johnson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
235,Jakobi Meyers ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,43.20%,,,,,,,,,,,,,,,985.5
236,Travis Fulgham ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,48.20%,,,,,,,,,,,,,,,985.5
223,D.J. Montgomery ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
237,Terry McLaurin ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,98.00%,,,,,,,,,,,,,,,985.5
239,Emanuel Hall ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
240,Lil'Jordan Humphrey ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
241,Trenton Irwin ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
242,John Ursua ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
243,Scotty Miller ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.90%,,,,,,,,,,,,,,,985.5
244,Olabisi Johnson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
245,Darius Slayton ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,61.60%,,,,,,,,,,,,,,,985.5
246,Quinton Bell ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
247,Juwann Winfree ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
248,Ishmael Hyman ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
164,AJ Dillon ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30%,,,,,,,,,,,,,,,985.5
250,Ashton Dulin ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
251,Miles Boykin ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,,,,,,,,,,,,,,,985.5
238,Parris Campbell ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6.60%,,,,,,,,,,,,,,,985.5
357,Austin Johnson ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,,,,,,,,,,,,,,,985.5
222,Thomas Ives ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
220,Deonte Harris ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.80%,,,,,,,,,,,,,,,985.5
359,Senorise Perry ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
193,A.J. Brown ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,98.00%,,,,,,,,,,,,,,,985.5
194,Shaq Roland ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
195,D.K. Metcalf ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,99.40%,,,,,,,,,,,,,,,985.5
196,Terry Godwin ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
197,N'Keal Harry ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9.40%,,,,,,,,,,,,,,,985.5
198,A.J. Richardson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
199,Jalen Hurd ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
200,Alexander Hollins ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
201,Shawn Poindexter ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
202,Marquise Brown ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,74.30%,,,,,,,,,,,,,,,985.5
203,Collin Johnson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,,,,,,,,,,,,,,,985.5
204,Riley Ridley ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
221,Steven Sims ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.90%,,,,,,,,,,,,,,,985.5
205,Anthony Johnson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
207,Deebo Samuel ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,81.30%,,,,,,,,,,,,,,,985.5
208,JJ Arcega-Whiteside ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,,,,,,,,,,,,,,,985.5
209,Hakeem Butler ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
210,Kelvin Harmon ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
211,Andy Isabella ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,,,,,,,,,,,,,,,985.5
212,Olamide Zaccheaus ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,,,,,,,,,,,,,,,985.5
213,Malik Taylor ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
214,Kabion Ento ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
215,Joe Fortson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
216,Trinity Benson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
217,Tyron Johnson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
218,Jeff Smith ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
219,Penny Hart ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
206,Hunter Renfrow ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15.50%,,,,,,,,,,,,,,,985.5
166,John Kelly ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
293,Rodney Stewart ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
291,Shane Bannon ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
199,Trey Edmunds ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
200,Raymond Calais ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
201,Matt Breida ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.60%,,,,,,,,,,,,,,,985.5
202,Saquon Barkley ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.30%,,,,,,,,,,,,,,,985.5
203,Tony Jones Jr. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
204,Darius Bradwell ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
205,Jaylen Samuels ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,,,,,,,,,,,,,,,985.5
206,Xavier Jones ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
207,Tony Brooks-James ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
208,Adrian Killins Jr. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
209,Myles Gaskin ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.50%,,,,,,,,,,,,,,,985.5
210,Kalen Ballage ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.20%,,,,,,,,,,,,,,,985.5
